Step,Edge ID,Avg Speed (m/s)
97,:66_18,11.76
97,:66_19,3.65
97,:66_20,13.89
97,:66_21,3.65
97,:66_22,8.3
97,:66_23,3.65
97,:66_24,8.71
97,:66_25,3.65
97,:66_26,11.76
97,:66_27,3.65
97,:66_3,13.89
97,:66_4,3.65
97,:66_5,13.89
97,:66_7,13.38
97,:66_8,8.3
97,:66_9,3.65
97,:6_0,10.46
97,:6_1,8.93
97,:6_10,3.65
97,:6_11,3.65
97,:6_12,3.65
97,:6_13,12.54
97,:6_14,3.65
97,:6_2,3.65
97,:6_3,6.02
97,:6_4,13.89
97,:6_6,3.65
97,:6_7,13.89
97,:6_9,12.54
97,:703_0,3.65
97,:713_0,3.65
97,:715_0,3.65
97,:719_0,3.65
97,:725_0,3.65
97,:727_0,3.65
97,:735_0,3.65
97,:739_0,3.65
97,:759_0,3.65
97,:80_0,8.870000000000001
97,:80_2,3.65
97,:80_3,5.285
97,:80_5,3.65
97,:80_6,3.65
97,:80_7,3.65
97,:867_0,3.65
97,:883_0,3.65
97,:8_0,9.79
97,:8_1,13.89
97,:8_10,3.65
97,:8_11,3.65
97,:8_12,4.228467392591371
97,:8_13,3.65
97,:8_3,3.65
97,:8_4,13.89
97,:8_6,8.94
97,:8_7,3.65
97,:8_8,6.03
97,:8_9,11.94
97,:988_0,3.65
98,-11,12.242120829678473
98,-15,13.89
98,-197,12.803720214475929
98,-205,9.910536594435207
98,-223,13.692619678553138
98,-23,3.2022477580159143
98,-25,13.89
98,-26,13.89
98,-3,4.025505528054741
98,-30,14.323290770280046
98,-341,8.537024901299377
98,-342,8.678782091299865
98,-343,13.89
98,-345,14.581766325344638
98,-347,3.4725
98,-351,12.057088103815776
98,-36,13.89
98,-361,7.310020795791303
98,-369,13.14505984061033
98,-40,13.89
98,-435,1.7634412556138237
98,-543,12.146690324780065
98,-551,10.275279994743341
98,-555,6.945850755170227
98,-557,13.89
98,-559,13.21715144512742
98,-56,7.737040030537873
98,-560,13.00118550193108
98,-57,8.80973820552551
98,-574,13.89
98,-578,9.780735673399176
98,-59,5.244394033575198
98,-592,12.66919462740654
98,-61,13.89
98,-67,7.0515877673621254
98,-7,3.4605684488918516
98,-704,11.694094170637008
98,-714,13.89
98,-716,6.945
98,-720,13.22437927430052
98,-722,12.318418539336477
98,-726,13.89
98,-728,13.89
98,-736,13.89
98,-740,13.89
98,-760,11.178427056891378
98,-81,12.788965463714696
98,-868,13.89
98,-884,13.89
98,-885,13.89
98,-9,12.934081309058776
98,-989,12.666770394523628
98,11,11.84294587131817
98,15,6.349801104120573
98,197,5.845926576986457
98,205,12.942680817822882
98,223,9.041210722012039
98,23,13.790667883918431
98,25,13.89
98,26,13.786131055704182
98,3,12.144927338981995
98,30,10.85082522806401
98,341,13.89
98,342,11.407804034789379
98,343,13.89
98,345,12.93299264233673
98,347,12.11618337844052
98,351,11.955519240438093
98,36,10.13670222239186
98,361,12.41187844684121
98,369,13.89
98,40,13.89
98,435,12.127625263644719
98,543,14.550081888586423
98,551,13.89
98,555,13.89
98,557,13.89
98,559,12.709366031022416
98,56,7.594655903443539
98,560,6.945
98,57,4.873137943828251
98,574,13.89
98,578,13.89
98,59,14.557432492349658
98,592,13.89
98,61,12.859226993191141
98,67,3.504440209650619
98,7,13.545302786032586
98,704,13.89
98,714,13.308596629755822
98,716,13.89
98,720,13.89
98,722,13.64510613321719
98,726,13.89
98,728,13.89
98,736,13.89
98,740,13.89
98,760,13.89
98,81,13.346903849622535
98,868,13.89
98,884,13.89
98,885,11.793611033976946
98,9,14.067081048024507
98,989,13.89
98,:10_0,11.22
98,:10_1,13.89
98,:10_10,6.42
98,:10_11,13.89
98,:10_13,8.9
98,:10_14,3.65
98,:10_15,5.96
98,:10_16,13.89
98,:10_18,13.17
98,:10_19,3.65
98,:10_20,9.24
98,:10_21,3.65
98,:10_22,8.9
98,:10_23,3.65
98,:10_3,9.24
98,:10_4,3.65
98,:10_5,6.48
98,:10_6,13.89
98,:10_8,9.19
98,:10_9,3.911396058404654
98,:14_0,13.89
98,:14_10,3.65
98,:14_11,8.99
98,:14_12,3.65
98,:14_13,3.65
98,:14_14,3.65
98,:14_2,8.99
98,:14_3,3.65
98,:14_4,4.431621057802595
98,:14_5,12.65
98,:14_6,3.65
98,:14_7,10.56
98,:14_8,13.89
98,:18_0,10.54
98,:18_1,13.89
98,:18_10,13.89
98,:18_12,8.81
98,:18_13,3.65
98,:18_14,5.63
98,:18_15,13.89
98,:18_17,12.53
98,:18_18,3.65
98,:18_19,9.00144338061644
98,:18_20,3.65
98,:18_21,8.81
98,:18_22,3.65
98,:18_3,11.44
98,:18_4,3.65
98,:18_5,9.24
98,:18_6,13.89
98,:18_7,9.29
98,:18_8,3.65
98,:18_9,6.54
98,:196_0,13.89
98,:196_1,13.89
98,:196_10,9.33
98,:196_11,13.89
98,:196_13,8.88
98,:196_14,3.65
98,:196_15,5.92
98,:196_16,13.89
98,:196_18,13.89
98,:196_19,3.65
98,:196_20,8.3
98,:196_21,3.65
98,:196_22,11.42
98,:196_23,3.65
98,:196_24,6.709912327819865
98,:196_25,3.65
98,:196_26,13.89
98,:196_27,3.65
98,:196_3,8.3
98,:196_4,3.65
98,:196_5,5.53
98,:196_6,13.89
98,:196_8,11.42
98,:196_9,3.65
98,:1_0,5.98
98,:1_1,13.89
98,:1_10,8.14
98,:1_11,13.89
98,:1_13,9.86
98,:1_14,3.65
98,:1_15,7.34
98,:1_16,13.89
98,:1_18,8.91
98,:1_19,3.65
98,:1_20,9.49
98,:1_21,3.65
98,:1_22,8.014873775516095
98,:1_23,3.65
98,:1_24,9.86
98,:1_25,3.65
98,:1_26,8.91
98,:1_27,3.65
98,:1_3,9.49
98,:1_4,3.65
98,:1_5,6.84
98,:1_6,13.89
98,:1_8,10.52
98,:1_9,3.65
98,:204_0,8.07
98,:204_1,13.89
98,:204_10,3.65
98,:204_11,3.65
98,:204_12,9.29
98,:204_13,3.65
98,:204_3,3.65
98,:204_4,13.89
98,:204_6,9.29
98,:204_7,3.65
98,:204_8,6.53
98,:204_9,10.53
98,:222_0,13.89
98,:222_10,3.65
98,:222_11,10.91
98,:222_12,3.65
98,:222_13,3.65
98,:222_2,10.91
98,:222_3,3.65
98,:222_4,8.63
98,:222_5,8.9
98,:222_6,3.65
98,:222_7,5.96
98,:222_8,13.89
98,:22_0,8.72
98,:22_1,1.7409367642365396
98,:22_10,3.65
98,:22_11,3.65
98,:22_12,10.99
98,:22_13,3.65
98,:22_2,3.65
98,:22_3,6.0
98,:22_4,13.89
98,:22_6,3.65
98,:22_7,13.89
98,:22_9,10.99
98,:24_0,8.684999999999999
98,:24_2,3.65
98,:24_3,5.1899999999999995
98,:24_5,3.65
98,:24_6,3.65
98,:24_7,3.65
98,:29_0,11.82
98,:29_2,3.65
98,:29_3,11.205
98,:29_5,3.65
98,:29_6,3.65
98,:29_7,3.65
98,:2_0,13.89
98,:2_2,3.65
98,:2_3,13.89
98,:2_5,3.65
98,:2_6,3.65
98,:2_7,3.65
98,:340_0,13.89
98,:340_10,3.65
98,:340_11,8.81
98,:340_12,3.65
98,:340_13,3.65
98,:340_2,8.81
98,:340_3,3.65
98,:340_4,5.62
98,:340_5,9.06
98,:340_6,3.65
98,:340_7,6.14
98,:340_8,13.04555853211496
98,:344_0,8.55
98,:344_1,13.89
98,:344_10,6.49
98,:344_11,13.89
98,:344_13,9.06
98,:344_14,3.65
98,:344_15,6.23
98,:344_16,13.89
98,:344_18,10.84
98,:344_19,3.65
98,:344_20,9.15
98,:344_21,3.65
98,:344_22,9.24
98,:344_23,3.65
98,:344_24,9.06
98,:344_25,3.65
98,:344_26,10.84
98,:344_27,3.65
98,:344_3,9.15
98,:344_4,3.65
98,:344_5,6.35
98,:344_6,13.89
98,:344_8,9.24
98,:344_9,3.65
98,:346_0,13.89
98,:346_10,3.65
98,:346_11,8.99
98,:346_12,3.65
98,:346_13,3.65
98,:346_2,8.99
98,:346_3,3.65
98,:346_4,6.12
98,:346_5,9.89131167906723
98,:346_6,3.65
98,:346_7,8.79
98,:346_8,13.89
98,:350_0,13.89
98,:350_10,3.65
98,:350_11,9.72
98,:350_12,3.65
98,:350_13,3.65
98,:350_2,9.72
98,:350_3,3.65
98,:350_4,7.18
98,:350_5,8.81
98,:350_6,3.65
98,:350_7,5.63
98,:350_8,13.89
98,:35_0,5.66
98,:35_1,13.89
98,:35_10,3.65
98,:35_11,3.65
98,:35_12,9.61
98,:35_13,3.65
98,:35_14,3.65
98,:35_3,3.65
98,:35_4,13.89
98,:35_6,9.61
98,:35_7,3.65
98,:35_8,7.02
98,:35_9,8.8
98,:360_0,13.89
98,:360_10,3.65
98,:360_11,9.52
98,:360_12,3.65
98,:360_13,3.65
98,:360_2,9.52
98,:360_3,3.65
98,:360_4,6.88
98,:360_5,8.82
98,:360_6,3.65
98,:360_7,5.58
98,:360_8,13.89
98,:368_0,3.65
98,:39_0,8.028258157522835
98,:39_2,5.145
98,:434_0,13.33
98,:434_1,13.89
98,:434_11,3.65
98,:434_12,3.65
98,:434_13,8.94
98,:434_14,3.65
98,:434_3,3.65
98,:434_4,13.89
98,:434_6,8.94
98,:434_7,3.65
98,:434_8,6.03
98,:434_9,13.89
98,:550_0,8.305
98,:550_2,4.985
98,:554_0,3.65
98,:556_0,3.65
98,:558_0,13.89
98,:558_1,13.89
98,:558_11,3.65
98,:558_12,3.65
98,:558_13,8.81
98,:558_14,3.65
98,:558_3,3.65
98,:558_4,13.89
98,:558_6,8.81
98,:558_7,3.65
98,:558_8,5.72
98,:558_9,13.89
98,:55_0,13.89
98,:55_1,13.89
98,:55_11,3.65
98,:55_12,3.65
98,:55_13,8.35
98,:55_14,3.65
98,:55_15,3.65
98,:55_3,3.65
98,:55_4,13.89
98,:55_6,8.35
98,:55_7,3.65
98,:55_8,5.55
98,:55_9,13.89
98,:573_0,3.65
98,:577_0,3.65
98,:58_0,10.46
98,:58_1,8.83
98,:58_10,3.65
98,:58_11,3.65
98,:58_12,12.5
98,:58_13,3.65
98,:58_2,3.65
98,:58_3,5.79
98,:58_4,13.89
98,:58_6,3.65
98,:58_7,13.89
98,:58_9,12.5
98,:591_0,3.65
98,:60_0,5.78
98,:60_1,13.89
98,:60_10,5.6
98,:60_11,13.89
98,:60_13,10.55
98,:60_14,3.65
98,:60_15,8.24
98,:60_16,13.89
98,:60_18,8.83
98,:60_19,3.65
98,:60_20,3.65
98,:60_21,8.81
98,:60_22,3.65
98,:60_23,10.55
98,:60_24,3.65
98,:60_25,8.83
98,:60_26,3.65
98,:60_3,13.89
98,:60_4,3.65
98,:60_5,13.89
98,:60_7,13.89
98,:60_8,8.81
98,:60_9,3.65
98,:66_0,9.68
98,:66_1,13.89
98,:66_10,5.53
98,:66_11,13.89
98,:66_13,8.71
98,:66_14,3.65
98,:66_15,5.98
98,:66_16,11.53657556197214
98,:66_18,11.76
98,:66_19,3.65
98,:66_20,13.89
98,:66_21,3.65
98,:66_22,8.3
98,:66_23,3.65
98,:66_24,8.71
98,:66_25,3.65
98,:66_26,11.76
98,:66_27,3.65
98,:66_3,13.89
98,:66_4,3.65
98,:66_5,13.89
98,:66_7,13.38
98,:66_8,8.3
98,:66_9,3.65
98,:6_0,10.46
98,:6_1,8.93
98,:6_10,3.65
98,:6_11,3.65
98,:6_12,3.65
98,:6_13,12.54
98,:6_14,3.65
98,:6_2,3.65
98,:6_3,6.02
98,:6_4,13.89
98,:6_6,3.65
98,:6_7,13.89
98,:6_9,12.54
98,:703_0,3.65
98,:713_0,3.65
98,:715_0,3.65
98,:719_0,3.65
98,:725_0,3.65
98,:727_0,3.65
98,:735_0,3.65
98,:739_0,3.65
98,:759_0,3.65
98,:80_0,8.870000000000001
98,:80_2,3.65
98,:80_3,5.285
98,:80_5,3.65
98,:80_6,3.65
98,:80_7,3.65
98,:867_0,3.65
98,:883_0,3.65
98,:8_0,9.79
98,:8_1,13.89
98,:8_10,3.65
98,:8_11,3.65
98,:8_12,5.679428282562254
98,:8_13,3.65
98,:8_3,3.65
98,:8_4,13.89
98,:8_6,8.94
98,:8_7,3.65
98,:8_8,6.03
98,:8_9,11.94
98,:988_0,2.4672874577352033
99,-11,12.682600971718653
99,-15,13.89
99,-197,12.6421682711865
99,-205,9.99740952477878
99,-223,13.548514351832598
99,-23,2.4408866640024556
99,-25,13.89
99,-26,13.89
99,-3,2.5255055280547416
99,-30,14.134849387384357
99,-341,7.239007012819087
99,-342,9.860540472318746
99,-343,13.89
99,-345,14.34533846492863
99,-347,3.4725
99,-351,10.112473457982857
99,-36,13.89
99,-361,6.352838811695934
99,-369,13.38396410834611
99,-40,13.89
99,-435,1.6276143234140232
99,-543,13.051985201011412
99,-551,9.683881898709709
99,-555,6.945
99,-557,13.89
99,-559,8.499537411309065
99,-56,5.199983729888876
99,-560,13.431060603709962
99,-57,8.311415370047577
99,-574,13.89
99,-578,10.550918355472385
99,-59,3.182432482151763
99,-592,13.449665668029338
99,-61,13.89
99,-67,8.100914105026515
99,-7,3.353085260451125
99,-704,12.012637200655927
99,-714,13.89
99,-716,6.945
99,-720,13.372303518972114
99,-722,10.168534141258634
99,-726,13.89
99,-728,13.89
99,-736,13.89
99,-740,13.89
99,-760,12.195233734108042
99,-81,12.669555164740444
99,-868,13.89
99,-884,13.89
99,-885,13.89
99,-9,13.35806628341688
99,-989,13.58184338873718
99,11,12.537591180473045
99,15,5.670346451878762
99,197,5.173223171866016
99,205,13.89
99,223,10.015562250590012
99,23,13.828347447404449
99,25,13.89
99,26,11.221783643505512
99,3,12.79387587370451
99,30,11.699784672910326
99,341,13.89
99,342,12.358173449352359
99,343,13.89
99,345,12.962825961825024
99,347,11.058605990933136
99,351,10.990061683976034
99,36,9.922823780613474
99,361,12.738625372902089
99,369,13.89
99,40,13.89
99,435,12.831363242235371
99,543,14.738886607298767
99,551,13.89
99,555,13.89
99,557,13.89
99,559,12.719147121169279
99,56,6.804559718517099
99,560,6.945
99,57,1.8566712668270113
99,574,13.89
99,578,13.89
99,59,14.635212282852631
99,592,13.89
99,61,12.23439146663624
99,67,4.085164926663691
99,7,13.840409666492523
99,704,13.89
99,714,13.89
99,716,13.89
99,720,13.89
99,722,13.195947829024753
99,726,13.89
99,728,13.89
99,736,13.89
99,740,13.89
99,760,13.89
99,81,13.548579552882652
99,868,13.89
99,884,13.89
99,885,10.724117729302746
99,9,13.466129118575596
99,989,13.89
99,:10_0,11.22
99,:10_1,13.89
99,:10_10,6.42
99,:10_11,13.89
99,:10_13,8.9
99,:10_14,3.65
99,:10_15,5.96
99,:10_16,13.89
99,:10_18,13.17
99,:10_19,3.65
99,:10_20,9.24
99,:10_21,3.65
99,:10_22,8.9
99,:10_23,3.65
99,:10_3,9.24
99,:10_4,3.65
99,:10_5,6.48
99,:10_6,13.89
99,:10_8,9.19
99,:10_9,3.8514817538658157
99,:14_0,13.89
99,:14_10,3.65
99,:14_11,8.99
99,:14_12,3.65
99,:14_13,3.65
99,:14_14,3.65
99,:14_2,8.99
99,:14_3,3.65
99,:14_4,4.868521634239488
99,:14_5,12.697110898466706
99,:14_6,3.65
99,:14_7,10.56
99,:14_8,13.89
99,:18_0,10.54
99,:18_1,13.89
99,:18_10,13.89
99,:18_12,8.81
99,:18_13,3.65
99,:18_14,5.63
99,:18_15,11.273113100693346
99,:18_17,12.53
99,:18_18,3.65
99,:18_19,11.44
99,:18_20,3.65
99,:18_21,8.81
99,:18_22,3.65
99,:18_3,11.44
99,:18_4,3.65
99,:18_5,9.24
99,:18_6,13.89
99,:18_7,9.29
99,:18_8,3.65
99,:18_9,6.54
99,:196_0,13.89
99,:196_1,13.89
99,:196_10,9.33
99,:196_11,13.89
99,:196_13,8.88
99,:196_14,3.65
99,:196_15,5.92
99,:196_16,13.89
99,:196_18,13.89
99,:196_19,3.65
99,:196_20,8.3
99,:196_21,3.65
99,:196_22,11.42
99,:196_23,3.65
99,:196_24,8.960795145943425
99,:196_25,3.65
99,:196_26,13.89
99,:196_27,3.65
99,:196_3,8.3
99,:196_4,3.65
99,:196_5,5.53
99,:196_6,13.89
99,:196_8,11.42
99,:196_9,3.65
99,:1_0,5.98
99,:1_1,13.89
99,:1_10,8.14
99,:1_11,13.89
99,:1_13,9.86
99,:1_14,3.65
99,:1_15,7.34
99,:1_16,13.89
99,:1_18,8.91
99,:1_19,3.65
99,:1_20,9.49
99,:1_21,3.65
99,:1_22,8.510382780789085
99,:1_23,3.65
99,:1_24,9.86
99,:1_25,3.65
99,:1_26,8.91
99,:1_27,3.65
99,:1_3,9.49
99,:1_4,3.65
99,:1_5,6.84
99,:1_6,13.89
99,:1_8,10.52
99,:1_9,3.65
99,:204_0,8.07
99,:204_1,13.165674033764706
99,:204_10,3.65
99,:204_11,3.65
99,:204_12,9.29
99,:204_13,3.65
99,:204_3,3.65
99,:204_4,13.89
99,:204_6,9.29
99,:204_7,3.65
99,:204_8,6.53
99,:204_9,10.53
99,:222_0,13.89
99,:222_10,3.65
99,:222_11,10.91
99,:222_12,3.65
99,:222_13,3.65
99,:222_2,10.91
99,:222_3,3.65
99,:222_4,8.63
99,:222_5,8.9
99,:222_6,3.65
99,:222_7,5.96
99,:222_8,13.89
99,:22_0,8.72
99,:22_1,3.695570478960872
99,:22_10,3.65
99,:22_11,3.65
99,:22_12,10.99
99,:22_13,3.65
99,:22_2,3.65
99,:22_3,6.0
99,:22_4,13.89
99,:22_6,3.65
99,:22_7,13.89
99,:22_9,10.99
99,:24_0,8.684999999999999
99,:24_2,3.65
99,:24_3,5.1899999999999995
99,:24_5,3.65
99,:24_6,3.65
99,:24_7,3.65
99,:29_0,11.82
99,:29_2,3.65
99,:29_3,11.205
99,:29_5,3.65
99,:29_6,3.65
99,:29_7,3.65
99,:2_0,13.89
99,:2_2,3.65
99,:2_3,13.89
99,:2_5,3.65
99,:2_6,3.65
99,:2_7,3.65
99,:340_0,13.89
99,:340_10,3.65
99,:340_11,8.81
99,:340_12,3.65
99,:340_13,3.65
99,:340_2,8.81
99,:340_3,3.65
99,:340_4,5.62
99,:340_5,9.06
99,:340_6,3.65
99,:340_7,6.14
99,:340_8,13.47
99,:344_0,8.55
99,:344_1,13.89
99,:344_10,6.49
99,:344_11,13.89
99,:344_13,9.06
99,:344_14,3.65
99,:344_15,6.23
99,:344_16,13.89
99,:344_18,10.84
99,:344_19,3.65
99,:344_20,9.15
99,:344_21,3.65
99,:344_22,9.24
99,:344_23,3.65
99,:344_24,9.06
99,:344_25,3.65
99,:344_26,10.84
99,:344_27,3.65
99,:344_3,9.15
99,:344_4,3.65
99,:344_5,6.35
99,:344_6,13.89
99,:344_8,9.24
99,:344_9,3.65
99,:346_0,13.89
99,:346_10,3.65
99,:346_11,8.99
99,:346_12,3.65
99,:346_13,3.65
99,:346_2,8.99
99,:346_3,3.65
99,:346_4,6.12
99,:346_5,9.88854232382416
99,:346_6,3.65
99,:346_7,8.79
99,:346_8,13.89
99,:350_0,13.89
99,:350_10,3.65
99,:350_11,9.72
99,:350_12,3.65
99,:350_13,3.65
99,:350_2,9.72
99,:350_3,3.65
99,:350_4,7.18
99,:350_5,8.81
99,:350_6,3.65
99,:350_7,5.63
99,:350_8,13.89
99,:35_0,5.66
99,:35_1,13.89
99,:35_10,3.65
99,:35_11,3.65
99,:35_12,9.61
99,:35_13,3.65
99,:35_14,3.65
99,:35_3,3.65
99,:35_4,13.89
99,:35_6,9.61
99,:35_7,3.65
99,:35_8,7.02
99,:35_9,8.8
99,:360_0,13.89
99,:360_10,3.65
99,:360_11,9.52
99,:360_12,3.65
99,:360_13,3.65
99,:360_2,9.52
99,:360_3,3.65
99,:360_4,6.88
99,:360_5,8.82
99,:360_6,3.65
99,:360_7,5.58
99,:360_8,13.89
99,:368_0,3.65
99,:39_0,7.97162954805088
99,:39_2,5.145
99,:434_0,13.33
99,:434_1,13.89
99,:434_11,3.65
99,:434_12,3.65
99,:434_13,8.94
99,:434_14,3.65
99,:434_3,3.65
99,:434_4,13.89
99,:434_6,8.94
99,:434_7,3.65
99,:434_8,6.03
99,:434_9,13.89
99,:550_0,8.305
99,:550_2,4.985
99,:554_0,3.65
99,:556_0,3.65
99,:558_0,13.89
99,:558_1,13.89
99,:558_11,3.65
99,:558_12,3.65
99,:558_13,8.81
99,:558_14,3.65
99,:558_3,3.65
99,:558_4,13.89
99,:558_6,8.81
99,:558_7,3.65
99,:558_8,5.72
99,:558_9,13.89
99,:55_0,13.89
99,:55_1,13.89
99,:55_11,3.65
99,:55_12,3.65
99,:55_13,8.35
99,:55_14,3.65
99,:55_15,3.65
99,:55_3,3.65
99,:55_4,13.89
99,:55_6,8.35
99,:55_7,3.65
99,:55_8,5.55
99,:55_9,13.89
99,:573_0,3.65
99,:577_0,3.65
99,:58_0,10.46
99,:58_1,8.83
99,:58_10,3.65
99,:58_11,3.65
99,:58_12,12.5
99,:58_13,3.65
99,:58_2,3.65
99,:58_3,5.79
99,:58_4,13.89
99,:58_6,3.65
99,:58_7,13.89
99,:58_9,12.5
99,:591_0,3.65
99,:60_0,5.78
99,:60_1,13.89
99,:60_10,5.6
99,:60_11,13.89
99,:60_13,10.55
99,:60_14,3.65
99,:60_15,8.24
99,:60_16,13.89
99,:60_18,8.83
99,:60_19,3.65
99,:60_20,3.65
99,:60_21,8.81
99,:60_22,3.65
99,:60_23,10.55
99,:60_24,3.65
99,:60_25,8.83
99,:60_26,3.65
99,:60_3,13.89
99,:60_4,3.65
99,:60_5,13.89
99,:60_7,13.89
99,:60_8,8.81
99,:60_9,3.65
99,:66_0,9.68
99,:66_1,13.89
99,:66_10,5.53
99,:66_11,13.89
99,:66_13,8.71
99,:66_14,3.65
99,:66_15,5.98
99,:66_16,11.484440814762648
99,:66_18,11.76
99,:66_19,3.65
99,:66_20,13.89
99,:66_21,3.65
99,:66_22,8.3
99,:66_23,3.65
99,:66_24,8.71
99,:66_25,3.65
99,:66_26,11.76
99,:66_27,3.65
99,:66_3,13.89
99,:66_4,3.65
99,:66_5,13.89
99,:66_7,13.38
99,:66_8,8.3
99,:66_9,3.65
99,:6_0,10.46
99,:6_1,8.93
99,:6_10,3.65
99,:6_11,3.65
99,:6_12,3.65
99,:6_13,12.54
99,:6_14,3.65
99,:6_2,3.65
99,:6_3,6.02
99,:6_4,13.89
99,:6_6,3.65
99,:6_7,13.89
99,:6_9,12.54
99,:703_0,3.65
99,:713_0,3.65
99,:715_0,3.65
99,:719_0,3.65
99,:725_0,3.65
99,:727_0,3.65
99,:735_0,3.65
99,:739_0,3.65
99,:759_0,3.65
99,:80_0,8.870000000000001
99,:80_2,3.65
99,:80_3,5.285
99,:80_5,3.65
99,:80_6,3.65
99,:80_7,3.65
99,:867_0,3.65
99,:883_0,3.65
99,:8_0,9.79
99,:8_1,13.89
99,:8_10,3.65
99,:8_11,3.65
99,:8_12,8.94
99,:8_13,3.65
99,:8_3,3.65
99,:8_4,14.83327336374077
99,:8_6,8.94
99,:8_7,3.65
99,:8_8,6.03
99,:8_9,11.94
99,:988_0,2.4200145076736064
100,-11,10.13535542626334
100,-15,9.03779097778805
100,-197,11.635992595518921
100,-205,10.052217857363578
100,-223,12.361080754023746
100,-23,2.3562443923262424
100,-25,13.89
100,-26,13.89
100,-3,1.1184890445001348
100,-30,14.199022663478145
100,-341,5.948648333821683
100,-342,10.783243974215214
100,-343,13.89
100,-345,14.32783140384576
100,-347,2.3109756792858596
100,-351,7.862473457982857
100,-36,13.89
100,-361,5.527096817870858
100,-369,13.301543669631783
100,-40,10.9919020486264
100,-435,1.7900891810184585
100,-543,14.109949830831027
100,-551,10.100640571455298
100,-555,6.945
100,-557,13.89
100,-559,9.08615053082683
100,-56,6.191225893972966
100,-560,13.461760041904242
100,-57,9.023056968840176
100,-574,13.89
100,-578,11.480909109166824
100,-59,1.440446750833273
100,-592,13.547512479371015
100,-61,13.89
100,-67,9.187045125545465
100,-7,2.9476655015344533
100,-704,6.945
100,-714,13.89
100,-716,6.945
100,-720,13.455998466506355
100,-722,13.89
100,-726,13.89
100,-728,13.89
100,-736,13.89
100,-740,13.89
100,-760,12.661656721122451
100,-81,13.048696454073792
100,-868,13.89
100,-884,13.89
100,-885,13.89
100,-9,13.411923563291076
100,-989,8.253792017473538
100,11,12.988902046584935
100,15,5.042698368697371
100,197,4.550753773050403
100,205,13.89
100,223,11.905790234412416
100,23,13.775897861709163
100,25,13.89
100,26,12.203697183622026
100,3,12.387181491035765
100,30,12.274915116146495
100,341,13.89
100,342,13.04036853612181
100,343,13.89
100,345,13.001430857828403
100,347,13.878493292873905
100,351,13.230965101402214
100,36,8.574004624672096
100,361,12.669194581792754
100,369,12.36215707514043
100,40,13.89
100,435,13.579266714800795
100,543,14.983231659815786
100,551,13.89
100,555,13.89
100,557,13.89
100,559,12.449111598260838
100,56,6.892905598917351
100,560,8.849652623884351
100,57,8.15136269011302
100,574,13.89
100,578,13.89
100,59,14.15949000059613
100,592,13.89
100,61,11.431898510011424
100,67,4.404862283522215
100,7,13.797550581017893
100,704,13.89
100,714,13.89
100,716,13.89
100,720,13.89
100,722,13.53534541164855
100,726,13.89
100,728,13.89
100,736,13.89
100,740,13.89
100,760,13.89
100,81,13.155680719216344
100,868,13.89
100,884,13.89
100,885,9.087961631294627
100,9,13.662750446003743
100,989,13.89
100,:10_0,11.22
100,:10_1,13.89
100,:10_10,6.42
100,:10_11,13.89
100,:10_13,8.9
100,:10_14,3.65
100,:10_15,5.96
100,:10_16,13.89
100,:10_18,13.17
100,:10_19,3.65
100,:10_20,9.24
100,:10_21,3.65
100,:10_22,8.9
100,:10_23,3.65
100,:10_3,9.24
100,:10_4,3.65
100,:10_5,6.48
100,:10_6,13.89
100,:10_8,9.19
100,:10_9,3.65
100,:14_0,13.89
100,:14_10,3.65
100,:14_11,8.99
100,:14_12,3.65
100,:14_13,3.65
100,:14_14,3.65
100,:14_2,8.99
100,:14_3,3.65
100,:14_4,6.12
100,:14_5,12.65
100,:14_6,3.65
100,:14_7,10.56
100,:14_8,13.89
100,:18_0,10.54
100,:18_1,13.89
100,:18_10,13.89
100,:18_12,8.81
100,:18_13,3.65
100,:18_14,5.63
100,:18_15,12.456965681581543
100,:18_17,5.1751235246634595
100,:18_18,3.65
100,:18_19,11.44
100,:18_20,3.65
100,:18_21,8.81
100,:18_22,3.65
100,:18_3,11.44
100,:18_4,3.65
100,:18_5,9.24
100,:18_6,13.89
100,:18_7,9.29
100,:18_8,3.65
100,:18_9,6.54
100,:196_0,13.89
100,:196_1,13.89
100,:196_10,9.33
100,:196_11,13.89
100,:196_13,8.88
100,:196_14,3.65
100,:196_15,5.92
100,:196_16,13.89
100,:196_18,13.89
100,:196_19,3.65
100,:196_20,8.3
100,:196_21,3.65
100,:196_22,11.42
100,:196_23,3.65
100,:196_24,8.88
100,:196_25,3.65
100,:196_26,13.89
100,:196_27,3.65
100,:196_3,8.3
100,:196_4,3.65
100,:196_5,5.53
100,:196_6,13.89
100,:196_8,11.42
100,:196_9,3.65
100,:1_0,5.98
100,:1_1,13.89
100,:1_10,8.14
100,:1_11,13.89
100,:1_13,9.86
100,:1_14,3.65
100,:1_15,7.34
100,:1_16,13.89
100,:1_18,8.91
100,:1_19,3.65
100,:1_20,9.49
100,:1_21,3.65
100,:1_22,10.52
100,:1_23,3.65
100,:1_24,9.86
100,:1_25,3.65
100,:1_26,8.91
100,:1_27,3.65
100,:1_3,9.49
100,:1_4,3.65
100,:1_5,6.84
100,:1_6,13.89
100,:1_8,10.52
100,:1_9,3.65
100,:204_0,8.07
100,:204_1,13.89
100,:204_10,3.65
100,:204_11,3.65
100,:204_12,9.29
100,:204_13,3.65
100,:204_3,3.65
100,:204_4,13.89
100,:204_6,9.29
100,:204_7,3.65
